contract_id,category,budget_usd,compliance_history,urgency,contract_duration_days,num_line_items,lead_time_buffer_days,vendor_score,past_disputes,vendor_is_local,previous_contracts,region,delayed
CT-05651,Software,58627.52,72,Critical,365,11,41,6.0,2,1,1,LATAM,1
CT-00840,Cloud License,76880.27,53,Critical,120,6,8,9.3,0,1,7,Asia,0
CT-03780,Cloud License,32342.08,65,High,180,4,49,8.1,1,1,19,Asia,0
CT-01276,Cloud License,17476.65,73,Medium,270,4,30,6.6,1,1,5,LATAM,0
CT-03817,Cloud License,4262.7,75,Low,120,9,10,6.6,0,1,16,Europe,0
CT-01768,Cloud License,81637.79,47,High,365,7,50,7.5,1,0,9,Europe,1
CT-00242,Cloud License,78523.77,48,Low,365,10,20,7.1,1,0,12,LATAM,1
CT-00623,Software,3750.47,80,Low,270,6,6,8.8,1,1,2,North America,1
CT-07584,Services,8080.27,73,Medium,60,2,53,5.0,0,0,0,LATAM,0
CT-02809,Services,4688.44,80,Medium,30,2,10,7.7,0,1,15,Europe,0
CT-04817,Services,16027.41,100,Critical,90,4,7,4.7,0,0,9,LATAM,1
CT-03195,Services,115559.28,62,High,270,3,22,10.0,1,1,7,Asia,0
CT-03497,Services,17154.07,94,Medium,60,11,42,8.1,0,1,19,LATAM,0
CT-03648,Hardware,23261.74,67,High,270,8,55,7.3,0,0,14,North America,1
CT-07437,Services,24331.6,66,Medium,180,1,48,5.0,0,0,11,Europe,0
CT-03463,Hardware,41305.01,46,Medium,270,12,9,7.8,0,1,17,LATAM,1
CT-03041,Hardware,73758.44,66,High,60,6,6,8.3,1,1,16,LATAM,0
CT-04706,Software,99949.07,53,Critical,90,2,25,6.9,1,1,19,LATAM,0
CT-06853,Services,131437.84,64,Critical,180,7,13,6.8,0,1,14,Asia,1
CT-00513,Services,25211.95,58,Low,90,12,30,6.3,3,1,6,Asia,1
CT-00870,Cloud License,17832.69,88,High,45,13,10,3.5,0,0,15,Europe,1
CT-04524,Cloud License,500000,64,Medium,60,15,29,7.4,0,0,14,Asia,1
CT-06000,Services,500000,52,High,365,11,19,6.8,0,0,7,Europe,1
CT-02957,Hardware,284024.69,42,High,60,14,39,3.3,0,1,10,Asia,0
CT-05011,Networking,221128.46,49,Critical,180,15,44,4.6,0,0,6,Asia,1
CT-05449,Software,12440.29,68,High,30,12,59,10.0,1,0,4,Asia,0
CT-05529,Hardware,6745.64,36,Low,60,13,58,6.2,0,0,8,Asia,0
CT-05847,Services,500000,57,High,30,10,15,5.8,0,0,5,LATAM,1
CT-00467,Networking,38811.59,97,Critical,45,1,57,5.7,0,0,12,LATAM,0
CT-04826,Cloud License,37215.41,45,Critical,60,8,50,3.7,1,0,3,Asia,0
CT-06893,Services,44709.82,65,High,60,2,43,4.5,0,1,16,Asia,0
CT-01203,Networking,104761.2,60,High,30,12,6,5.7,1,1,7,Asia,0
CT-02268,Services,84460.29,54,High,365,11,18,6.5,0,0,4,North America,1
CT-05132,Hardware,68507.21,57,Critical,365,13,37,8.1,0,1,4,North America,0
CT-01152,Networking,500000,74,Low,60,6,19,7.6,0,1,7,Asia,1
CT-07629,Cloud License,35731.81,76,Critical,365,4,20,9.2,2,0,3,Asia,0
CT-06216,Cloud License,6181.2,73,Critical,90,14,9,8.4,0,0,17,Asia,0
CT-06360,Networking,236723.55,62,Low,45,5,48,9.8,0,1,20,Europe,1
CT-06383,Networking,1080.01,49,Critical,90,10,23,6.8,1,0,12,North America,1
CT-01348,Software,6244.06,35,Medium,30,3,24,8.2,0,0,0,Europe,0
CT-04272,Hardware,20361.22,92,Critical,60,14,35,8.8,3,0,0,North America,0
CT-01788,Hardware,500000,81,Medium,30,14,10,5.6,0,1,10,Europe,1
CT-01847,Hardware,21074.43,53,Medium,45,12,59,3.6,0,0,8,LATAM,1
CT-05016,Hardware,10289.95,67,Medium,270,8,16,6.5,1,0,0,Asia,0
CT-05199,Networking,258902.12,95,Critical,45,9,36,6.2,1,1,3,Europe,1
CT-06263,Services,220717.3,60,Low,60,3,40,6.1,0,0,1,Europe,0
CT-02594,Cloud License,59514.56,45,Medium,365,1,39,2.7,0,0,0,Europe,0
CT-07420,Software,11896.4,55,High,90,10,29,8.6,0,0,15,North America,0
CT-00151,Software,466024.92,62,High,270,7,38,5.7,0,1,5,LATAM,1
CT-01397,Networking,41561.66,75,High,270,11,16,8.0,0,1,6,LATAM,0
CT-02557,Networking,25328.0,50,Medium,120,7,4,6.4,0,0,17,North America,1
CT-07404,Hardware,461431.05,57,Critical,60,1,8,7.7,0,0,1,North America,1
CT-02633,Hardware,15987.39,86,Medium,270,10,23,5.2,0,1,20,Asia,0
CT-07312,Hardware,10889.28,87,Medium,30,14,46,5.2,1,0,13,LATAM,0
CT-03801,Hardware,500000,28,High,365,9,37,6.9,1,0,4,North America,1
CT-03183,Hardware,185908.33,49,High,30,10,28,9.9,0,0,9,North America,0
CT-05458,Networking,70545.97,91,High,90,9,10,6.5,1,1,19,North America,0
CT-07780,Software,31618.93,41,High,60,3,7,7.8,1,1,1,LATAM,0
CT-07122,Networking,340936.1,55,Critical,90,13,28,4.0,0,0,11,North America,1
CT-00795,Software,24250.2,55,Critical,365,13,18,4.6,1,0,14,North America,1
CT-06320,Cloud License,13024.14,32,Low,60,10,37,5.2,3,1,5,North America,1
CT-02604,Hardware,29187.1,49,Low,180,13,12,7.6,0,1,16,Europe,0
CT-06941,Services,157913.76,79,Medium,45,1,28,8.1,0,1,3,Europe,0
CT-06727,Hardware,6456.15,55,High,180,9,47,6.0,0,0,0,LATAM,0
CT-00481,Services,51888.4,57,High,90,2,38,7.3,0,0,10,North America,0
CT-05919,Software,108758.26,70,Critical,270,13,42,6.6,1,1,4,Europe,1
CT-01890,Services,31698.21,76,Critical,45,3,26,8.0,0,0,8,LATAM,1
CT-04969,Software,206651.23,77,Medium,45,1,56,5.1,0,1,3,Asia,1
CT-01730,Networking,176833.59,64,High,60,1,43,7.8,0,0,18,North America,0
CT-01990,Software,6558.13,42,High,60,12,40,10.0,0,1,0,LATAM,0
CT-00800,Hardware,37397.59,48,Medium,45,6,35,8.6,0,1,2,North America,0
CT-06659,Software,275003.67,73,Medium,180,15,23,7.5,1,1,17,Asia,1
CT-04502,Networking,25343.41,74,Low,90,14,37,6.9,0,0,2,Asia,1
CT-03243,Networking,6107.34,52,Medium,180,6,15,7.1,1,0,9,Europe,1
CT-00433,Networking,20558.34,100,High,120,3,52,4.9,0,0,15,Asia,1
CT-03434,Software,201500.22,90,High,180,12,14,7.6,1,1,8,North America,0
CT-03199,Services,158140.95,57,High,120,8,41,8.0,0,0,1,Europe,0
CT-02277,Software,44567.9,90,Medium,180,11,60,10.0,1,1,9,Europe,0
CT-04710,Services,26876.11,53,Medium,180,5,33,8.1,2,1,18,LATAM,0
CT-00687,Networking,8646.9,71,Critical,120,12,3,5.3,1,1,6,North America,1
CT-07075,Hardware,152510.98,59,High,60,14,38,8.2,0,1,16,Asia,0
CT-06201,Software,24264.33,100,Low,45,11,17,8.4,2,0,16,Europe,0
CT-04962,Software,60730.04,46,Critical,60,9,43,5.9,0,1,16,Europe,1
CT-00445,Services,5546.75,73,Critical,270,5,55,7.0,0,0,19,Asia,1
CT-05183,Software,43662.99,73,Medium,60,11,34,7.0,0,0,0,North America,1
CT-07331,Services,55510.76,70,High,30,14,50,2.4,2,0,8,Europe,1
CT-01745,Networking,222475.99,45,Medium,365,8,25,6.5,0,1,1,LATAM,1
CT-05989,Cloud License,3636.71,69,High,180,15,52,6.4,0,0,20,North America,0
CT-04639,Services,94152.95,78,High,45,13,23,6.5,0,0,19,LATAM,0
CT-01769,Networking,312157.45,59,Medium,120,11,8,7.0,2,1,3,LATAM,1
CT-02137,Networking,439915.67,60,Critical,90,8,54,10.0,1,0,1,Europe,1
CT-05675,Networking,54813.72,44,Critical,60,15,10,6.6,3,0,10,LATAM,1
CT-00493,Cloud License,51169.35,16,Medium,45,12,16,7.7,0,0,5,North America,0
CT-03964,Cloud License,13958.76,48,Medium,180,4,50,6.2,0,0,16,North America,0
CT-00899,Software,40529.6,69,High,60,3,40,3.9,2,0,0,Asia,1
CT-01209,Hardware,247323.64,44,High,45,10,37,7.0,0,1,0,North America,1
CT-04542,Hardware,13774.1,62,Medium,45,1,51,7.3,2,1,12,Asia,0
CT-04120,Hardware,380913.33,52,Low,30,9,33,5.4,0,0,20,LATAM,1
CT-03821,Networking,63453.21,54,Medium,270,2,17,6.3,2,1,18,North America,1
CT-07337,Networking,3283.02,61,High,90,3,15,5.7,0,1,11,Asia,0
CT-03275,Networking,15265.77,53,Critical,60,1,18,4.2,0,0,14,Asia,0
CT-07100,Networking,6787.12,57,Critical,180,4,11,8.9,3,0,17,Europe,1
CT-00330,Services,19750.75,76,Medium,120,3,25,2.4,0,0,1,Europe,0
CT-00543,Cloud License,15594.56,45,Medium,45,11,51,6.1,0,0,14,Asia,1
CT-02140,Services,33738.25,36,Low,365,11,40,5.4,0,0,8,LATAM,1
CT-01032,Networking,70862.65,52,Low,60,9,33,2.3,0,0,6,Europe,1
CT-05895,Services,1648.11,53,Medium,365,2,43,4.8,1,0,1,LATAM,1
CT-00627,Networking,43735.37,47,Low,30,13,26,7.5,1,0,3,Asia,0
CT-04210,Services,6172.31,48,Medium,30,5,20,8.9,1,0,17,Europe,1
CT-02022,Software,78089.87,64,High,60,4,51,3.2,0,0,9,Asia,0
CT-02417,Cloud License,28923.66,56,Low,270,11,29,4.9,0,0,17,Europe,0
CT-06984,Cloud License,100157.4,67,Critical,60,14,49,7.6,0,1,7,North America,0
CT-04601,Cloud License,293727.48,49,Medium,60,15,35,8.2,0,1,5,Asia,1
CT-03589,Hardware,17131.31,65,Medium,60,2,43,8.1,2,0,8,Europe,0
CT-00299,Networking,19528.43,45,High,60,1,16,5.7,1,0,20,Asia,1
CT-03333,Services,58999.78,92,High,60,5,9,7.4,3,0,6,North America,0
CT-01372,Hardware,78305.51,47,Medium,30,7,9,7.0,0,1,4,LATAM,1
CT-03831,Services,41787.53,67,Low,90,7,21,9.9,1,0,7,Asia,1
CT-06257,Cloud License,30214.16,73,High,270,8,57,5.1,1,0,14,North America,1
CT-06453,Hardware,22416.52,77,High,365,2,10,9.2,0,0,14,Asia,0
CT-02881,Software,40280.43,64,High,30,4,56,4.1,1,1,0,LATAM,1
CT-05652,Services,248057.58,68,Critical,120,11,54,7.3,0,0,10,LATAM,1
CT-02496,Networking,78597.82,37,High,270,1,43,5.7,1,1,17,North America,0
CT-05909,Services,121071.09,61,Low,180,7,40,5.5,2,0,11,Asia,1
CT-02493,Software,51442.44,43,Low,45,11,49,7.0,0,1,18,Asia,0
CT-00204,Cloud License,77656.34,68,High,30,13,17,1.9,0,1,5,North America,1
CT-07468,Cloud License,93163.94,85,Critical,180,10,17,4.1,0,1,7,Europe,1
CT-03548,Networking,500000,40,Medium,270,12,53,5.1,2,0,17,Asia,1
CT-00511,Hardware,95715.3,64,Medium,120,11,38,6.2,2,0,13,LATAM,1
CT-04478,Hardware,47523.93,59,Critical,45,5,44,9.6,1,0,4,North America,1
CT-05756,Cloud License,30058.18,64,High,45,5,17,3.4,0,0,17,North America,0
CT-05595,Software,7041.09,50,High,60,15,23,8.0,2,0,14,Europe,0
CT-00152,Services,124682.5,79,Low,120,1,7,5.9,0,1,5,LATAM,0
CT-03808,Services,118322.29,45,High,30,14,13,6.7,0,0,17,Asia,0
CT-01771,Software,22023.81,77,Low,270,3,4,9.3,0,1,15,Asia,1
CT-03678,Networking,123414.96,43,Critical,120,10,7,7.7,0,0,5,Asia,1
CT-05635,Networking,225866.16,61,Low,120,7,20,6.7,1,0,1,Asia,1
CT-06597,Software,5195.4,33,Medium,45,7,21,7.1,3,0,15,LATAM,0
CT-02591,Software,62018.76,26,Critical,120,6,23,6.8,1,1,3,North America,1
CT-00859,Networking,67771.33,65,High,60,10,26,8.1,0,1,5,LATAM,0
CT-05057,Hardware,106044.56,61,Medium,45,12,15,3.3,0,0,4,LATAM,1
CT-07746,Cloud License,8522.56,56,Low,365,5,26,5.8,1,1,7,LATAM,1
CT-07480,Cloud License,55142.14,60,Critical,270,5,52,6.2,1,0,4,Europe,0
CT-07059,Hardware,42011.59,49,High,60,5,8,6.4,0,1,11,LATAM,0
CT-01821,Software,237069.51,61,Critical,120,2,40,8.4,1,0,10,Europe,1
CT-03159,Hardware,32641.59,46,High,120,15,33,5.7,0,1,16,Asia,1
CT-05755,Networking,62472.87,49,Critical,30,2,17,6.0,2,0,17,North America,0
CT-01687,Cloud License,55719.69,66,Low,60,1,40,4.6,1,0,18,Europe,0
CT-01222,Software,22827.48,65,High,120,1,45,9.0,0,0,5,LATAM,0
CT-06767,Software,19767.84,81,High,45,11,47,6.8,0,1,16,Europe,0
CT-02543,Cloud License,177233.17,65,Critical,30,1,48,6.5,0,1,16,LATAM,0
CT-07825,Cloud License,4461.9,67,Medium,120,15,52,8.0,3,1,15,Europe,0
CT-02515,Services,53247.58,100,High,270,12,13,8.8,0,1,13,Europe,0
CT-01125,Networking,25717.42,57,High,120,10,39,7.5,2,1,14,North America,0
CT-03476,Cloud License,34496.8,67,Low,45,13,41,6.8,0,0,16,Europe,0
CT-05243,Cloud License,65286.25,47,Medium,120,9,31,6.9,1,1,5,Europe,0
CT-06253,Software,2917.31,44,High,365,7,33,7.6,0,1,20,Europe,1
CT-02733,Services,46513.52,42,Medium,180,1,49,7.3,0,0,19,Europe,0
CT-07595,Hardware,53686.33,95,Medium,45,4,41,7.2,1,0,3,Asia,0
CT-00279,Cloud License,161954.48,46,Low,365,3,17,5.2,1,1,18,Europe,0
CT-01570,Software,6233.86,52,Low,365,11,60,7.4,1,1,20,Europe,0
CT-07299,Networking,4933.23,23,Medium,120,1,56,6.4,0,0,13,North America,1
CT-00378,Cloud License,9985.93,95,Critical,90,7,46,5.9,0,1,0,Asia,0
CT-00915,Networking,500000,62,Critical,120,7,10,7.7,1,0,14,North America,1
CT-02953,Software,20261.96,54,High,30,11,4,3.2,0,1,8,Europe,0
CT-07761,Software,82171.19,59,Low,90,11,45,4.4,2,1,6,Europe,1
CT-07635,Cloud License,65452.42,57,Medium,90,6,52,5.1,0,0,17,Europe,1
CT-05870,Services,15999.9,75,Critical,30,4,56,4.0,0,0,8,North America,0
CT-01073,Networking,111260.03,60,Medium,180,14,50,7.4,1,1,2,Asia,1
CT-07587,Hardware,6277.81,51,Low,45,3,19,5.6,0,1,19,Asia,0
CT-03868,Networking,62161.24,52,Medium,90,4,59,5.2,0,1,6,LATAM,0
CT-07766,Software,5683.14,37,Critical,60,9,26,7.7,0,0,16,Asia,0
CT-01353,Networking,66859.55,45,Low,45,7,22,4.9,0,0,16,LATAM,0
CT-02398,Services,58545.83,81,Low,60,5,12,4.0,0,0,17,Europe,1
CT-04717,Hardware,41783.51,75,Critical,60,13,9,6.5,0,0,1,LATAM,1
CT-07125,Hardware,14704.41,40,High,60,11,48,3.8,0,0,17,Europe,1
CT-07703,Hardware,11866.25,73,Low,270,10,19,6.8,0,0,5,Asia,0
CT-03330,Networking,42100.52,73,High,270,14,47,6.9,0,1,20,Asia,0
CT-06284,Networking,26184.89,50,High,30,12,47,8.1,0,0,8,LATAM,0
CT-00352,Software,38336.54,53,Low,90,1,43,6.9,1,0,16,LATAM,0
CT-06102,Networking,17236.88,100,Medium,30,5,25,6.4,2,1,13,North America,1
CT-01988,Networking,11000.06,44,High,365,3,34,6.2,0,1,19,Asia,0
CT-05835,Cloud License,55377.35,66,Low,45,12,21,6.1,2,0,3,Europe,0
CT-01291,Services,79846.16,45,Medium,365,15,35,7.1,1,0,18,LATAM,0
CT-02824,Hardware,5898.23,67,High,90,13,56,3.4,1,0,15,Europe,0
CT-04334,Cloud License,47177.68,65,Critical,60,14,59,5.4,0,0,12,Asia,1
CT-02256,Services,68276.83,57,Medium,180,5,4,7.7,0,0,14,North America,1
CT-05944,Hardware,22543.45,59,Medium,180,4,50,9.4,0,1,18,Europe,0
CT-07181,Services,64729.11,58,Low,180,9,46,6.0,2,1,10,LATAM,1
CT-03015,Services,84270.74,56,High,60,12,42,3.5,0,0,11,Asia,1
CT-05877,Software,9272.44,58,High,120,12,45,4.4,3,0,0,North America,1
CT-07239,Hardware,97512.83,34,Medium,365,6,26,8.9,1,0,9,LATAM,0
CT-01380,Services,4777.56,55,Low,365,14,36,5.7,0,0,6,Europe,0
CT-06235,Networking,13744.88,61,Medium,365,2,3,5.0,0,1,8,LATAM,1
CT-02613,Networking,244946.51,81,Low,60,4,48,6.6,0,0,12,LATAM,0
CT-05852,Cloud License,167656.98,45,High,60,5,49,8.1,0,1,13,LATAM,0
CT-04977,Networking,64045.81,76,Critical,60,1,29,10.0,2,0,17,Europe,0
CT-00602,Software,42516.56,49,Medium,270,11,6,6.0,0,0,13,Europe,1
CT-06086,Cloud License,47069.62,53,Medium,365,14,24,8.0,0,1,6,Asia,0
CT-07636,Cloud License,43956.93,63,Medium,365,10,15,5.6,0,0,0,Asia,0
CT-03358,Services,50626.03,23,Low,90,6,49,5.1,0,0,10,Europe,1
CT-03599,Services,102527.29,97,Critical,120,15,32,3.4,3,0,4,Asia,1
CT-02122,Services,58601.91,69,Medium,45,2,36,3.7,1,0,4,Europe,0
CT-03346,Cloud License,17984.02,100,Medium,270,7,14,8.1,0,0,6,LATAM,0
CT-01251,Services,17658.61,60,High,30,9,51,8.3,1,1,17,Asia,0
CT-00420,Services,47394.94,53,Critical,90,1,10,6.7,3,1,11,North America,1
CT-05481,Networking,47333.79,71,High,270,12,14,5.7,0,0,8,LATAM,1
CT-07671,Networking,390239.66,70,High,365,5,49,9.1,0,0,5,North America,0
CT-07539,Cloud License,85978.65,95,High,365,14,23,5.5,0,1,16,Asia,1
CT-00260,Services,60976.62,63,Medium,60,7,37,5.7,0,0,10,North America,1
CT-02954,Cloud License,24467.42,36,Critical,120,2,17,5.2,0,0,15,Asia,0
CT-01903,Networking,263470.5,44,Critical,120,9,19,8.3,0,0,20,Asia,1
CT-00434,Hardware,49803.14,62,Low,60,7,41,6.1,1,0,2,LATAM,0
CT-05316,Hardware,11348.3,48,Critical,180,8,43,6.9,2,1,5,North America,0
CT-05226,Hardware,34721.13,67,Medium,90,7,29,7.2,0,0,6,North America,0
CT-05832,Services,33569.59,56,Critical,30,15,40,9.7,2,0,5,Asia,1
CT-03569,Networking,44481.92,58,Low,365,10,54,4.6,0,0,19,Asia,1
CT-05507,Hardware,125967.58,60,Low,90,10,8,4.8,0,1,20,Asia,0
CT-04316,Software,54446.05,52,Medium,180,6,47,4.1,1,0,17,North America,1
CT-01399,Hardware,63903.43,77,High,180,13,18,7.1,0,0,0,Asia,0
CT-01929,Software,60623.15,62,Low,60,9,32,9.1,0,1,5,North America,0
CT-04575,Services,144753.59,77,Critical,90,8,47,5.2,0,1,11,Asia,1
CT-03280,Networking,14120.69,50,Critical,270,7,23,6.4,1,0,9,North America,1
CT-06920,Networking,142553.69,39,High,120,9,51,4.0,0,0,4,North America,1
CT-02880,Hardware,24708.54,85,High,60,6,56,7.7,0,0,15,North America,0
CT-03194,Hardware,20684.99,22,Medium,90,13,25,5.2,0,0,20,Europe,1
CT-01089,Hardware,35564.35,54,Medium,90,3,44,5.5,2,1,3,Europe,1
CT-07330,Hardware,194747.6,62,Critical,120,3,11,10.0,0,1,15,Europe,1
CT-07219,Hardware,500000,52,Low,45,15,41,8.3,0,1,13,LATAM,1
CT-05035,Networking,500000,51,Low,60,8,38,1.0,0,1,15,Europe,1
CT-06273,Hardware,7079.79,71,Low,90,7,46,3.5,0,0,12,Europe,1
CT-05943,Services,21268.8,86,High,120,13,30,7.5,0,1,14,Asia,0
CT-06817,Software,16791.17,67,Medium,45,14,9,7.3,0,1,20,LATAM,0
CT-04494,Networking,47555.49,57,Low,45,6,24,4.7,1,0,4,Europe,1
CT-02972,Cloud License,314234.7,88,High,60,11,42,7.6,1,1,11,North America,0
CT-00922,Hardware,159141.47,80,Critical,30,10,60,7.1,1,0,9,Asia,0
CT-03802,Networking,17876.7,69,High,90,6,38,4.4,1,0,6,Europe,0
CT-06119,Cloud License,174010.6,40,Low,90,7,25,6.2,1,1,8,LATAM,0
CT-05691,Cloud License,33217.2,50,High,90,5,15,5.8,0,0,17,Asia,0
CT-02756,Services,9965.8,90,Medium,270,8,14,4.7,0,0,4,Europe,0
CT-07190,Services,500000,80,Low,180,3,46,7.6,0,1,5,Asia,1
CT-05265,Networking,73472.35,60,High,120,8,50,6.5,0,0,5,LATAM,0
CT-06724,Networking,63783.73,85,High,45,9,8,9.1,0,0,7,Europe,0
CT-07916,Services,21800.38,39,Medium,270,15,25,6.5,0,0,12,LATAM,0
CT-04761,Software,20906.75,58,Low,270,11,14,4.5,2,0,13,LATAM,1
CT-00095,Networking,500000,43,Critical,60,14,15,6.5,1,0,8,Asia,1
CT-04498,Cloud License,66898.83,35,Critical,270,10,31,7.1,0,0,16,North America,0
CT-03673,Networking,8533.5,69,Low,30,15,3,5.5,0,0,3,North America,0
CT-07935,Hardware,41890.14,52,Critical,90,3,11,6.0,0,0,14,Asia,1
CT-01118,Software,314658.95,67,High,90,13,28,7.8,0,1,5,LATAM,1
CT-06423,Services,38549.22,60,Low,120,13,49,6.2,1,0,11,Asia,0
CT-02654,Software,11821.7,85,Low,180,13,46,10.0,0,1,16,LATAM,0
CT-05940,Cloud License,39571.22,68,High,120,14,56,8.5,0,1,3,LATAM,0
CT-04321,Networking,5426.23,87,Critical,270,13,21,6.8,0,0,7,Asia,1
CT-00390,Hardware,83155.06,65,Low,45,13,15,3.6,3,1,10,Asia,1
CT-05827,Networking,91213.05,58,Medium,60,11,41,5.0,0,0,15,Europe,1
CT-04966,Hardware,70218.32,62,Medium,180,4,22,8.6,3,0,12,North America,1
CT-06202,Networking,81313.91,42,High,270,3,39,7.4,0,1,1,Europe,0
CT-07054,Services,146921.56,77,Low,270,6,17,5.5,0,0,4,Asia,0
CT-03439,Cloud License,37252.06,71,High,270,12,15,8.7,0,1,7,Asia,0
CT-01014,Hardware,17786.33,100,Low,45,2,46,8.8,1,0,6,North America,0
CT-01238,Networking,19557.67,28,High,270,11,6,5.0,0,1,15,North America,1
CT-00495,Software,182402.97,60,Critical,365,1,10,7.6,0,0,1,LATAM,1
CT-01605,Networking,91908.85,76,Critical,270,1,27,8.5,0,0,10,LATAM,1
CT-00430,Services,311254.35,60,Low,30,2,23,4.7,0,1,14,Asia,1
CT-05677,Cloud License,154432.71,74,Low,120,2,52,2.0,2,0,17,LATAM,1
CT-06545,Software,133217.45,54,High,180,8,53,6.3,0,1,16,Asia,1
CT-05777,Hardware,56025.15,64,Critical,180,13,29,4.1,0,0,9,Asia,1
CT-07411,Software,12859.96,67,High,180,9,26,7.4,1,0,8,Asia,0
CT-03017,Services,85795.61,62,Low,270,3,44,4.8,0,0,13,LATAM,0
CT-02305,Services,57181.74,57,Medium,270,4,35,3.2,2,0,5,Asia,1
CT-00509,Cloud License,397023.86,50,Low,90,2,55,3.9,1,0,7,North America,1
CT-01007,Cloud License,19664.19,86,Medium,90,8,34,3.9,2,0,8,North America,1
CT-01004,Hardware,91830.49,75,Critical,45,7,40,7.0,0,0,20,Europe,1
CT-01111,Services,18829.91,86,High,120,2,59,9.0,1,0,4,Europe,0
CT-01831,Software,66458.76,76,Medium,180,15,51,4.0,3,1,8,Europe,0
CT-04296,Services,8385.14,43,Low,60,2,46,6.6,0,1,2,Europe,1
CT-05817,Cloud License,59085.62,61,Medium,180,13,22,9.4,1,0,1,LATAM,0
CT-01324,Networking,138002.77,80,Low,60,11,28,9.4,0,0,18,Asia,1
CT-06973,Services,30854.98,66,Low,270,5,24,4.3,1,1,12,North America,1
CT-02673,Hardware,24203.23,70,Low,365,7,36,5.4,1,0,17,LATAM,1
CT-03252,Hardware,32227.94,68,High,120,9,49,9.0,0,1,18,LATAM,1
CT-03291,Networking,49028.06,77,Low,180,15,22,8.2,2,0,9,Asia,1
CT-02065,Software,46550.06,67,Low,60,7,21,4.6,0,0,4,Europe,0
CT-03586,Services,41126.18,60,Critical,30,13,9,8.0,0,0,6,North America,1
CT-04959,Cloud License,145877.73,68,Low,45,11,29,5.1,2,0,3,LATAM,1
CT-02535,Hardware,26113.88,75,High,270,4,36,6.5,0,1,17,North America,0
CT-06649,Networking,42078.32,35,High,120,14,16,5.4,0,0,4,LATAM,0
CT-04342,Services,469773.15,44,Medium,365,7,18,5.6,1,1,1,Europe,1
CT-01220,Services,19718.59,84,Medium,30,9,47,8.5,2,1,9,LATAM,0
CT-01105,Networking,49964.56,76,Medium,60,12,12,7.7,0,0,14,LATAM,1
CT-05234,Cloud License,46595.66,70,Critical,180,4,25,6.8,1,0,7,LATAM,0
CT-04998,Hardware,208865.58,76,Critical,180,4,19,5.2,1,0,0,Asia,1
CT-00581,Networking,64133.66,70,Medium,45,13,51,4.6,0,1,3,Asia,1
CT-00834,Software,65183.68,45,Low,60,6,13,7.4,1,1,4,Europe,0
CT-01429,Cloud License,2760.72,43,Critical,180,7,15,9.4,0,0,9,LATAM,1
CT-01034,Cloud License,500000,68,Medium,270,4,9,5.4,0,1,12,Europe,1
CT-07298,Services,16797.57,22,High,30,13,30,7.6,0,0,3,LATAM,1
CT-04748,Networking,191241.42,59,High,90,5,39,5.0,1,1,4,Europe,0
CT-06663,Services,145955.8,64,High,180,11,17,8.0,0,1,10,LATAM,0
CT-03874,Networking,91603.16,40,Critical,180,1,54,4.9,0,1,19,Europe,1
CT-06129,Hardware,117365.34,79,Critical,45,7,31,5.9,2,0,0,LATAM,1
CT-00518,Software,28162.32,64,Medium,365,3,18,6.9,0,1,16,Europe,0
CT-04920,Hardware,63718.4,78,Medium,120,15,56,4.0,0,1,7,North America,1
CT-06848,Software,20989.26,60,Critical,120,13,60,5.6,2,0,20,Asia,1
CT-05843,Software,226829.29,45,Critical,90,15,56,4.9,0,1,19,Asia,0
CT-03064,Cloud License,20738.86,37,Medium,120,2,25,6.6,0,0,19,North America,0
CT-01729,Services,137057.8,28,Medium,270,14,7,6.3,1,1,2,Europe,1
CT-00621,Services,29324.08,42,Medium,90,7,8,6.0,0,0,18,North America,1
CT-04780,Cloud License,500000,46,High,120,13,43,6.9,0,0,8,Europe,0
CT-00335,Software,22753.29,62,Critical,180,6,43,6.2,0,1,16,LATAM,1
CT-06350,Services,320581.73,98,Critical,30,6,32,6.9,0,1,5,LATAM,0
CT-06968,Hardware,116360.25,19,High,120,14,27,9.6,1,1,8,Asia,0
CT-02206,Hardware,109548.07,67,Critical,365,4,26,4.3,1,0,15,Asia,1
CT-07632,Cloud License,3633.06,65,High,180,6,15,6.9,1,1,20,North America,0
CT-06034,Hardware,157988.5,84,Low,60,7,35,10.0,1,1,11,Asia,1
CT-05812,Services,2445.32,61,High,180,6,21,6.0,0,0,19,LATAM,0
CT-06145,Software,106190.4,51,Critical,60,7,19,4.2,2,0,19,North America,0
CT-03919,Software,22721.28,55,Low,270,9,58,4.5,1,1,4,LATAM,0
CT-07985,Cloud License,19731.12,56,Critical,45,1,57,4.8,2,0,4,LATAM,0
CT-03748,Cloud License,11704.91,43,Medium,120,6,42,7.3,0,0,11,Europe,1
CT-05391,Services,14739.83,86,High,45,14,11,5.0,0,1,20,Asia,1
CT-03738,Services,16831.97,4,High,120,15,33,9.1,0,1,13,North America,1
CT-06233,Hardware,217282.79,72,Critical,45,7,26,7.1,1,0,15,Asia,1
CT-07495,Cloud License,59160.93,80,Critical,270,4,29,7.1,0,1,0,North America,0
CT-03823,Networking,11789.75,65,Critical,365,1,22,3.5,1,0,4,North America,1
CT-04118,Hardware,20244.95,75,Medium,45,13,60,5.6,0,1,7,North America,0
CT-04162,Services,57672.25,0,Low,30,7,19,5.6,0,1,20,LATAM,1
